NO;LOKASYON;TARİH;KULLANILAN  ARAÇ;BİLGİ; KOOORDİNAT;OSMANLI TOPRAĞI OLAN YERLER;;;;;;;;;;;;;;;;
150;Erzurum;03.09.1885;Bisiklet;Öğleyin Erzurum'a, daha doğrusu Trabzon kapısına ulaşıp bisikletten iniyorum. Erzurum hem askeri hem de ticari açıdan oldukça önemli bir şehir. Siperlerinden tüm bölgeyi kontrol eden büyük topların göründüğü toprak surlarla çevrilmiş. Çevreye hakim pek çok noktaya yapılan kaleler çoban köpekleri gibi şehri korumak için bekliyor. Birkaç mil güneydeki Palandöken dağlarında kar kütleleri görülüyor. Palandöken'in çıkıntısı konumundaki Deve Boynu zirvesi şehre doğudan bakıyor. Batı Fırat'ın geniş vadisi batı ve kuzey yönünde uzanırken kuzeyde başka bir dağ silsilesine dönüşüyor… Erzurum'da belli bir İran bölgesi bulunuyor. Türklerle İranlılar arasındaki tipik farkları öğrenmeden orada dolaşma sıkıntısına girmiyorum. Bir Türk bisiklete binerken görmek istediğinde doğrudan tatlı sözle kandırıp rahatsız etmeye başlıyor. Kandırma ve ısrarcı tavırlarını sadece çok nadir durumlarda sergileyemediler. Yeni dostlarımız İranlılarsa o kadar çocuksu ve dürüst değil. ;39.9054953020109,41.26584436705575;Evet;;;;;;;;;;;;;;;;
151;Kırkdeğirmenler,  Erzurum;05.09.1885;Bisiklet;"Misyonerler ve aileleri şu anda şehrin 5 mil güneyindeki Kırkdeğirmen olarak bilinen küçük bir derede çadır kurmuş. Cumartesi günü burada geçireceğim sürenin kalanında onlara misafir olmak için ısrarcı bir davet alıyorum. Erzurum misyoner okulu bay Chambers, şu an bir gezide olan erkek kardeşi, bunların aileleri ve bayan Powers tarafından temsil ediliyor. Yusuf Efendi yol boyunca hoplayıp zıplayan ihtişamlı Arap atıyla kampa kadar bize eşlik ediyor. Ben ve diğer misyonerler daha ciddi ve uysal hayvanlara biniyoruz. Kırkdeğirmen Palandöken dağlarındaki bir geçidin girişine yakın yerde bulunuyor. Yarım düzine kadar küçük çadır birkaç millik alanda görünen tek korunun gölgesine kurulmuş. Berrak suyun aktığı dans eden dere kampın su ihtiyacının yanı sıra çakıl taşıyla kaplı dere yatağından çıkan şırıl şırıl sesle müzik ihtiyacını da fazlasıyla karşılıyor. Küçük derenin bu kesiminde bölgeye Kırkdeğirmen adını veren efsanevi bir hikaye türemiş.""Bir zamanlar saygın bir dula bu dere üzerindeki kırk tane küçük değirmen miras kaldı. Kocasının ölümünden kısa süre sonra cana yakın özellikleri ve muhtemelen söz konusu kırk değirmeni yakındaki zengin bir sürü sahibinin dikkatini çekti ve adam dul kadınla evlenmek istedi. Belki dul kaldığı için akıllanan kadın, ""hayır,"" dedi, ""hayır, benim kırk oğlum var, her biri çalışıp bana bakıyor, bu yüzden kocaya ihtiyacım yok"". ""Kırk oğlunu öldürüp senin benimle evlenmek zorunda bırakacağım,"" karşılığını verdi reddedilince öfkelenen adam. Sonra gidip bütün sürünün tüylerini kırptı. O kadar çok yüz derenin önünü kapadı ve suyun diğer kanallara akmasına sebep oldu. Böylece dul kadının kırk değirmeni de işe yaramaz ve çalışamaz hale geldi. Önünde iflastan hiçbir şey olmadığı ve çıkar yolda bulamadığı için kadının kalbi sonunda yumuşadı ve adamın isteğine boyun eğdi. Yünler temizlendi, akıntı eski haline döndü ve kırk değirmenin neşeli pır pır sesi bundan böyle koyunların meleme seslerine karıştı."" Sakin misyoner kampında çok eğlenceli iki gün geçiriyorum. Sıkıcı sosyal koşulların çevrelediği çöl gibi ortamda adeta ev hayatını bulduğum vaha gibi geliyor. Birçok Amerikan gazetesini hevesle okuyup kampta üç tane olan bebekleri doyurmaya varana kadar her fırsattan istifade ediyorum. Erzurum'um rakımı 1800 ile 2000 metre arasında, yani Eylül geceleri serin geçiyor ve kana susamış sivrisineklerden eser yok. ";40.015939836008876,41.22487090853524;Evet;;;;;;;;;;;;;;;;
152;Pasinler;12.09.1885;Bisiklet;7 Eylül günü öğleden sonra saat 3'te kamptakilere elveda deyip Deve Boynu geçidine kadar bana atıyla eşlik eden bay Chambers ile birlikte yola çıkıyorum. Giderken bu sonbaharda Kafkaslara bir gezi yapmak istediğini, ama din adamı olduğu için St. Petersburg'dan özel bir izin alması gerektiğini ve bu konudaki zorluklar yüzünden bu fikirden şimdilik vazgeçtiğini söylüyor. Deve Boynu geçidi o kadar da yüksek olmayan bir dağ silsilesinden geçiyor… Geçitten sonra yolum geniş, işlenmiş Pasin suyu vadisine iniyor. Toprakla biraz zorlaşsa da yol çoğunlukla bisiklet sürmeye uygun. ;39.97718744837585,41.66807802187638;Evet;;;;;;;;;;;;;;;;
153;Hasankale;12.09.1885;Bisiklet;"Hasankale yolunun bir kısmında geçtiğim huzur bozan katırcılarla sorun yaşamamak için ince bir anlayış kullanmak zorunda kalıyorum. Yanlarından geçip gitmeye çalışırken içlerinden biri nedensiz yere sopasını tekerleğin arasına sokma ya çalışıyor. Onlara saldırmak için indiğimi sanınca arkadaşları da sopa ve kılıçlarını tehditkar bir tavırla sallayarak onun yardımına koşuyor. Desteklendiğini gören cesur saldırgan sopasını bana vurmak ister gibi kaldırıyor ve kesin bir tonla, ""bin, haydi!"" diye emir veriyor. Bu açıkça zarar verici takım etrafımı sarmışken tekrar binmeyi reddediyorum. Yaklaşık yirmi kişiler ve birinin canının yanacağına emin olduğum bir kavga çıkmasını engellemek için herkesin kendini çok iyi kontrol etmesi gerekiyor. Yine de sonunda istenmeyen arkadaşlıklarından kaçmayı başarıyorum ve taş yağmuru altında oradan ayrılıyorum. Bu olay bana Yusuf Efendinin uyarısını hatırlatıyor. Buraya kadar zaptiyesiz gelmeme rağmen sınıra yakın bölgedeki insanların daha kanun tanımaz yapıları yüzünden artık zaptiye korumasına ihtiyacım var. Hava kararırken surlarla çevrili bir kasaba olduğu zamanlardaki öneminin gölgesi altında kurulmuş büyük bir köy olan Hasankale'ye ulaşıp İran çay evinde kalacak yer arıyorum. İnce hazırlanmış veya lüks bir yer değil. Yalnızca genel bir odadaki ince çay bardakları ve ahırım üzerindeki kaba saba, mobilyasız bir odadan oluşuyor. Yiyecekleri başka bir yerden edinmek gerekiyor, ancak bir yerden alınabildikleri sürece çok da önemli değil. Akşam İranlı bir halk ozanı ile hikayeci çay evindeki devamlı müşterileri küfürlü şarkılar söyleyip tamburine benzeyen bir aygıt eşliğinde şarkı söyler gibi hikayeler anlatarak eğlendiriyor.";39.975174198042566,41.68332231452876;Evet;;;;;;;;;;;;;;;;
154;Köprüköy;13.09.1885;Bisiklet;Hasankale'den doğuya giden yolun ilk birkaç miliyle karşılaştırınca hiç gibi kalıyor, ama sonradan sürüş için çok iyi hale geliyor. Pasin Suyu vadisinden 12 mil sonra Ermeni köyü olan Köprüköy'e ulaşıyorum. Yola çıkmadan önce kahvaltı yaptığım için Pasin Suyu'yla kesiştiği yerde Aras nehrini 1000 yıllık olduğu söylenen ve Çobanköprü olarak bilinen eski taş köprü üzerinden geçerek mola vermeden devam ediyorum.;39.973601186264325,41.87311259304575;Evet;;;;;;;;;;;;;;;;
155;Mollaosman Köyü ;-;Bisiklet;Güneş batarken gece için kalacak bir yer aramadan önce yiyecek bir şeyler bulma amacıyla yoldan fazla uzak olmayan bir köye gidiyorum. Burası kürt köyü olan Mollaosman çıkıyor ve insanlar Delibaba'daki hemşerilerinden her açıdan öylesine üstün geliyorlar ki kararımdan vazgeçip ısrarlı davetlerini kabul ediyorum. Mollaosman sakinleri temiz ve rahat, daha iyi giyimli, hali vakti yerinde ve hem erkekler hem de kadınları uzun zamandan beri gördüğümden daha vakışıklı ve güzel. Neredeyse hepsinin belirgin derecede güzel dişleri ve hoş, gülen yüzleri var. Bunların yanı sıra bir şekilde rahat ve hoş tavırlar geliştirmeyi başarmış görünüyorlar. Bütün değişikliğin altında yatan sır sanırım kıraç tepelerin konuk sevmez toprakları yerine Malazgirt ovasının verimli topraklarını işliyorlar ve İran kervan yolunun üzerinde oldukları için kışın geçen kervanların buğday ihtiyacını karşıladıkları hazır bir pazar buluyorlar. Şeyhleri yakışıklı ve iyi niyetli bir adam. Akşamı benimle birlikte bisikleti, tabancayı, alet çantasını ve deri çantamı inceleyerek geçirirken işlemeli fildişi tablasından bana da sigara ikram ediyor. Ne deri ne de Smith&Wesson'u dışardan inançlı görüntülerine rağmen dün geceki kötü insanlara göstermem için epey ikna çalışması yapmak gerekirdi Mollaosman'daki insanlar arasında derin iç çekişler veya gösterişsiz dualar yok, ama yüzlerinde ve tavırlarında çok açık bir güvenilirlik taşıyorlar. Bu zengin köylüler arasında dinden çok daha fazla şakacılık var gibi görünüyor. Bu durum da gelişimini görünürde herhangi bir eksiklik olmamasına borçlu… Mollaosman’dan sabah soğuğunda ayrılıyorum ve doğuya doğru muhteşem bir yolda birkaç mil ilerliyorum. ;39.8910882442701,43.064745738825195;Evet;;;;;;;;;;;;;;;;
156;Dağlıca;-;Bisiklet;Türkler ve İranlıların yaşadığı Dağlıca köyüne ulaşıyorum. İranlının işlettiği bir dükkandan biraz ekmek, yağ, çay ve tatlı yerine de bir avuç kuru üzüm alıyorum. Çay hazırlamak için ateş yakmayla birlikte bu yiyecekler için İranlı 2 kuruş talep ediyor. Bunun üzerine alçakça alışverişin ilgili izleyicisi olan Türkler tanımadığı bir yabancıdan para koparmaya çalıştığı için İranlıya babası yanmış birinin oğlu diye seslenip anlamadığım daha bir sürü şekilde sanki çok büyük bir miktar söz konusuymuş gibi küfretmeye başlıyorlar. Dağlıca'nın ilerisinde Ağrı dağı tekrar gözüküyor. Hemen çevredeki arazi nehirlerle yarılmış ve iri taşlarla kaplı bir plato.;39.52250782497899,42.93519989803052;Evet;;;;;;;;;;;;;;;;
157;Diyadin;-;Bisiklet;Ertesi sabah rüzgar Ağrı'nın karlı yamaçlarından soğuk ve keskin eserken mavi burunları, isteksiz yüz ifadeleriyle, titreyen, yarı çıplak zavallılar sırtlarını kamburlaştırıp iyice içlerine büzülerek son derece mahzun yüzlerle tarla ve otlaklara doğru gidiyor. Kışın ne yaptıklarını doğal olarak merak ediyorum. Çevredeki özgür köylüler ağaçsız, dağlık bölgedeki keyifsiz kışlar boyunca endişelenerek yeterince zor zamanlar geçiriyor, ama en azından kendi kişisel ve ailevi gereksinimleri dışında boyun eğmek zorunda oldukları bir otorite yok. Bu yüzden günlerini havalandırılmayan evlerindeki için için yanan tezek ateşinin başında birbirine sokulup sarılarak geçiriyorlar. Halbuki bu insanlar kendilerini manastırdaki öküzlerden daha fazla düşünmeyen birkaç hilekår, kötü niyetli papazın köleliği altında çaresiz budalalar gibi yaşıyor. Bisiklet sürmeye son derece elverişli 11 millik bir yoldan büyük bir köy olan Diyadin'a ulaşıyorum. Diyadin haritamda önemli bir yer olarak işaretlenmiş. ;39.540103296545894,43.67730453256899;Evet;;;;;;;;;;;;;;;;
158;Aras Ovası;-;Bisiklet;Bu geçitten sonra Aras ovasına inip sadece birkaç mil ileride gibi görünen Ağrı Dağı'nın devasa kütlesinin tekrar önümde yükseldiğini görüyorum. Aslında yaklaşık 20 mil uzakta, ama dağla aramızda düz ovadan başka bir şey olmadığı için mesafe aldatıcı oluyor. Kuzeydeki artık tanıdık gelen siyah kürt çadırları dışında yerleşim yeri görünmüyor. Bisikletle ilerlerken her şeyi gölgede bırakan ve dehşete düşüren bir varlıkla yalnız olduğum hissine kapılıyorum. İnsanın dikkati engellenemez bir şekilde karla kaplı dağa yöneliyor, sanki değişmez cazibe kanunu uyarınca daha küçük şeyleri kendisine çekiyormuş gibi görünüyor ve çevredeki bütün nesneler onun yanında önemsiz boyutlarda algılanıyor. Pek çok zirve gibi yükseltinin önemli kısmını oluşturan bir dağ sırasının omuzlarında değil de düzlüğün ortasında dimdik yükseldiği Aras ovasından bakınca Ağrı dağının 5280 metrelik yüksekliği daha iyi anlaşılıyor. Birkaç mil doğusunda ise kar bulunmayan koni şeklindeki 3900 metrelik bağımsız zirvesiyle çevredeki dağlardan ayrı ve belirgin olan Küçük Ağrı dağı bulunuyor. Büyük kardeşinin yakınlığı ve cüssesi yüzünden tamamen küçük görünüp onun gölgesinde kalıyor. Aras ovasında birkaç mil boyunca lav akıntısının geçtiği ve tarım yapılmayan bir kısım var. Sayısız devenin süngersi, yayvan ayakları bisiklet sürmeyi İngiltere'deki gibi bir hale getiren yollar oluşturmuş. Sadece hayvanların bazen karşısına çıkan ve yüzyıllardır düzenli olarak üzerinden geçtikleri lav kütleleri dar yolu sık sık kapatarak inmeye zorluyor. Ağrı'nın bir zamanlar volkan olduğu apaçık, şimdilerde en sıcak yaz havasında bile kış görüntüsü sunan yüksek zirvesi zamanında çevresindeki bu bölgeyi yakan korkunç alevler çıkarıp bitişikteki tepeleri katmanlar halinde oluşturarak Aras ovasına bir sel gibi yayılan erimiş lavlar püskürttü. Ağrının batı tarafına bitişik olan katmanlar halindeki tepeler var. Tepelerin katmanları İran kervan patikasından açıkça ayırt ediliyor ve eğer eğimleri takip edilirse Ağrı'nın zirvesine kadar uzandıkları görülüyor. Bu da katmanların, dağın eski volkanik akıntılarını simgelediğini gösteriyor. ;39.683209939843366,43.50500231854228;-;;;;;;;;;;;;;;;;
159;Khoy Şehri;-;Bisiklet;"İslam dininin Şii mezhebini temsil eden İranlılar kendilerini dünyadaki en dindar insanlar olarak görüyor. Hatta Sünni olduğu için küçümsedikleri Türklerden bile daha dindar olduklarına inanıyorlar. Kur'an sarhoş eden içkiler konusunda kesin yasaklar getiriyor, ancak İran soylularının belli bir kısmı bu rakıdan günlük olarak 1 litreye yakın içiyor. Niye daha ölçülü kullanmadıkları sorulduğunda, ""sarhoş olup kendini mutlu hissetmedikçe rakı içmenin ne anlamı var,"" yanıtını veriyorlar. Bu parlak fikri takip ederek pek çoğu her gece düzenli olarak ""sarhoş ve mutlu"" oluyor… Khoi yaklaşık 50.000 kişinin yaşadığı bir şehir ve bu kadar insan içinde tek kelime İngilizce bilen yok. Toplanan yün şapkalı İranlıların kalabalığına kervansarayın balkonundan bakıp anlaşılmaz bir dilden başka bir şey duymayınca “ah ne kadar acı! Koskoca şehirde” dizeleri aklıma geliyor. Ziyaret ettiklerim arasında kendi dilimden birkaç kelime konuşabilen insan bulunmayan ilk büyük şehir burası oluyor. ";38.54545530297937,44.95903126160611;-;;;;;;;;;;;;;;;;
160;Urmia Gölü;-;Bisiklet;Ooroomiah gölü Utah'taki Salt Lake'in (Tuz Gölü) büyüklüğüne yakındır ve suları o kadar tuzludur ki yüzeyine uzanıp sakin, rahat bir şekilde uykuya dalabilir. En azından Tebriz'de bana kendisinin denediğini anlatan bir misyoner öyle söyledi. Sonuçta misyonerlerin de insan olduğu ve bu beyefendinin de aslında Batıda bir yerden geldiği gerçeğini göz önüne alınca durumun biraz abartıldığını düşünmek yanlış olmaz. Eğer bunu önceden duymuş olsaydım kesinlikle gölün üzerinde uyuma deneyini yapmak için yolumdan çıkıp oraya kadar giderdim… Ooroomiah gölünün mavi, parlak suları yüzlerce mil ilerideki belli belirsiz görünen dağların güney kıyısını oluşturduğu yere kadar güneye doğru uzanıyor. Fazla uzağa gitmeden kayalık adacıkların çentikli ve portrelik şekilleri sıvı aynanın gök mavisi yüzeyinde birden yükseliyor. Suyun yüzeyi en küçük bir dalgayla değişmiyor veya üzerinde tek bir canlı ya da cansız nesne görünmüyor. Sahilde güneşin altında parlayan beyaz, kalın bir tuz tabakası oluşmuş. Kıyıdaki toprak, kum ve koyu kırmızı renkte kilin karışımından meydana geliyor. Böylece doğanın taklit edilemeyen elinden mavi, beyaz ve kırmızı renge boyanmış dikkat çekici bir kıyı hattı çıkıyor. Sarp, gri dağ sıraları birkaç mil ileride kıyıyla paralel gidiyor. Berrak dereler yüksekteki dağ yamaçlarında bulunan kaynaklardan çakıl taşıyla dolu yatakları boyunca göle doğru fokurdayarak geliyor. İğde ve çınar ağaçları arasına saklanmış köyler derelerin kayalık girişlerinde kurulmuş. Meyve bahçeleri ve üzüm bağlarıysa ovaya dağılmış. Kasvetli çamur duvarların arasına hapsedilmişler, ama meyve dolu dallar özgürlük için mücadele eden canlılar gibi onları hapseden duvarların dışına uzanırken bağlardaki güzel asmalar ince çatlaklardan yolunu bulup insanların çirkin yapılarını doğanın yardımsever eliyle örtmek istercesine duvarın üzerinden sarkıyor. Hepsinin üzerinde de bulutsuz İran semaları kemer gibi uzanıyor. Bu portrelik bölgenin yollarında kurbanlarını arayan son derece ısrarcı ve hırçın bir sinek türü var. Kurt sineği gibi vızıltısı ve vahşi Batının yeşilbaşlı at sineğinin iki katı büyüklüğüyle birinin hızını ve çabukluğunu diğerinin yırtıcı ve ısrarcı yönüyle kendi bünyesinde bir araya getiriyor. Fakat yukarıda bahsettiğim türlerin ikisiyle birlikte Batı dünyasında bilinen böcek türlerinin sahip olmadığı iyi bir özelliği daha var. Bu iki türün sinekleri sevgi dolu bir şekilde birinin burnuna konduğu zaman ve bu kişi çektiği acıyla vücudunun bu çaresiz ve zararsız kısmına sertçe vurduğunda genelde sineğin zarar görmediğini biliyoruz, çünkü sinek zarar verilecek kadar uzun süre orada durmaz. Fakat Ooroomiah gölü sineği nispeten daha saf bir böcek ve konduğu kişi ona vurana kadar olduğu yerde kalıyor. Bu çok iyi özelliği sebebiyle sineklerden zarar gören dünyanın çok farklı yerlerindeki insanların en derin övgülerini iletiyorum. Bahçeden köylerine eşeklerle meyve ve badem götüren köylülerle karşılaştığımda göl, ova ve dağın enginliğine alacakaranlık çöküyor. Onlara eşlik edip geceyi onlarla geçirmem için samimi şekilde davet ediyorlar. Kuzeye doğru biraz uzaktaki duvarla çevrili bahçelerin bulunduğu geniş bir bölgeye doğru gidiyorlar… Ooroomiah gölünden doğuya doğru 75 mil boyunca uzanıyor. İran’ın her yerinde görülen yaygın bitkisiz, çorak ve sağda solda küçük vahalar gibi ortaya çıkan tarla ve bahçelerin yer aldığı buraya özgü manzarayı sunuyor. ;37.48323146195431,45.41869169532742;-;;;;;;;;;;;;;;;;
